Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,Average Cost,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Number of Unemployed,Mean Earnings,Median Earnings
William Jewell College,3,3,Private,Great Plains,Large Suburb,0.5778,25,1146,1044,42688,6077,19500,21.44000053,87388.08,75990.5,40,42900,40500
William Paterson University of New Jersey,3,4,Public,Mid-Atlantic,Large Suburb,0.6811,0,1010,9930,21990,10225,18750,21.23999977,71005.62,54969,234,41400,39900
William Penn University,3,4,Private,Great Plains,Remote Town,0.5766,20,926,1558,33081,5792,18740,27.68000031,53458.98,45954.5,83,40500,36900
William Woods University,3,4,Private,Great Plains,Distant Town,0.7514,23,1047,1001,33016,5301,15985,24.21999931,69085.18,58119,39,35300,32500
Williams College,3,4,Private,New England,Fringe Town,0.1702,32,1439,2051,59412,12027,11248,19.32999992,106459.04,88403.5,41,61400,46400
Wilmington College,3,4,Private,Great Lakes,Fringe Rural,0.4603,22,1006,1163,39415,5915,21576,22.18000031,68059.17,61722,48,36300,35000
Wingate University,3,4,Private,Southeast,Large Suburb,0.793,22,1013,2002,35465,7232,15750,20.63999939,76948.17,68642.5,35,49600,37400
Winona State University,3,4,Public,Great Plains,Distant Town,0.6075,23,1070,8079,20449,7570,18288,20.70999908,82392.18,80304,137,41200,39000
Winston-Salem State University,3,4,Public,Southeast,Mid-size City,0.5565,18,889,4877,15990,7643,20499,22.97999954,42348.28,30559.5,169,32600,28900
Winthrop University,3,4,Public,Southeast,Small City,0.7225,22,1030,4704,24595,7223,19976,20.68000031,67902.81,56621.5,121,35100,33100
Wisconsin Lutheran College,3,4,Private,Great Lakes,Large City,0.6356,24,1097,1058,34192,6106,16172,19.95000076,83771.68,75194,18,36200,35000
Wittenberg University,3,3,Private,Great Lakes,Small City,0.8932,24,1119,1891,50728,7093,21758,20.17000008,102244.08,89184,46,40100,37000
Wofford College,3,3,Private,Southeast,Small City,0.688,27,1186,1610,47856,7867,19500,19.31999969,104265.69,91037,11,48900,44000
Woodbury University,3,4,Private,Far West,Large City,0.5575,22,987,1353,42465,9365,27000,22.93000031,49061.63,35334.5,72,45300,41200
Worcester Polytechnic Institute,3,4,Private,New England,Mid-size City,0.5159,0,0,4012,55866,8598,27000,19.47999954,99994.76,93479,54,75300,75200
Worcester State University,3,4,Public,New England,Mid-size City,0.6062,22,1016,5033,18494,8356,14500,21.59000015,71596.51,62776.5,111,41800,39700
Xavier University,3,4,Private,Great Lakes,Large City,0.6997,25,1132,4452,45080,8089,24000,21.62000084,100738.63,88138,57,48400,43700
Xavier University of Louisiana,3,4,Private,Southeast,Large City,0.5443,23,1048,2459,27550,8252,18000,19.70000076,57479.8,38660.5,70,59100,43200
Yale University,3,4,Private,New England,Mid-size City,0.0705,34,1497,5422,59320,16042,12000,22.29999924,73769.14,45652.5,123,100000,70600
Yeshiva University,3,4,Private,Mid-Atlantic,Large City,0.8216,26,1217,2887,53825,5086,15358.5,19.62000084,109592.47,87607,112,59500,49000
York College Pennsylvania,3,4,Private,Mid-Atlantic,Mid-size Suburb,0.7351,23,1045,4847,27266,8887,20500,20.60000038,92016.29,86883.5,98,45300,43600
Young Harris College,3,3,Private,Southeast,Remote Rural,0.5365,21,980,1083,34007,6076,10500,19.71999931,72203.98,57743.5,41,34900,31200
